TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
-0.22976344905224463,-0.22539306039523355,-0.23134977146569968,-0.22977478500627824,-0.22378044945373124,-0.22821583028383663,-0.22702989857760753,-0.23137520706637948,-0.23215098004628382,-0.2316650089118969,-0.22735018449929548,-0.22976344905224463,-0.24271074024828734,-0.23403704396930794,-0.22893171652981006,-0.23097365496563602,-0.1776288892509944,-0.2284129885018359,-0.2278237669451498,-0.23028841754056203,-0.23157364391045074,-0.23063620986573477,-0.22247742445097302,-0.21593977599724573,-0.2169496377369846,2072
-0.16128005389451588,-0.1798505024325038,-0.1811088244926151,-0.18837511600804346,-0.17622516089212337,-0.16330315374946455,-0.13912042294410285,-0.11266369017986004,-0.12491622410482431,-0.0995548634693252,-0.13216781920865556,-0.16128005389451588,-0.02037224586929355,-0.18329502431937283,-0.17420551154392339,-0.17589130485931984,-0.1321167252316908,-0.15349228484089283,-0.10636777826822205,-0.15586415740384815,-0.14624253861286737,-0.1582186955799917,-0.11707290210831606,-0.13525707545637342,-0.13521166075135968,3796
-0.198763741670673,-0.20998275555557755,-0.19500852704242388,-0.16846963181701863,-0.19473991893880033,-0.19372631372572488,-0.19936031522576936,-0.21821494142196596,-0.22056174755880442,-0.2045517058065319,-0.18851340273567038,-0.198763741670673,-0.1606843733964007,-0.21058946810218993,-0.20462482407948046,-0.20492962517313706,-0.1939021339439431,-0.19675015601688514,-0.2151264389440771,-0.19503199024712572,-0.19327861705399862,-0.2017343210586286,-0.19421979030639083,-0.18871364295703622,-0.20498214476690774,2222
-0.048114724401703106,-0.04904055169703779,-0.029705271442169993,-0.06767125036894639,-0.062334788285979666,-0.04484656724987577,-0.03310428422377618,-0.04484391630680882,-0.03627920883497205,-0.05731034021734006,-0.05572952725033398,-0.048114724401703106,0.00696987641466866,0.00315594680105663,-0.05134751538343459,-0.04998224722101766,-0.0819739631290278,-0.048519249082394966,-0.04248812572949191,-0.05117042242083744,-0.016632220443917,-0.00767341514713626,-0.021363467631164295,-0.05756147065476982,-0.05574750743004938,5484
0.07001155880064037,0.07386440116678915,0.08052617689912578,0.03860347555609325,0.025430465603994104,0.048849952732994514,0.07982925033451002,0.11980742359609889,0.11662536841090229,0.13939552168872166,0.10224450643176136,0.07001155880064037,0.2480877047817064,0.1445283427029968,0.0479065440957355,0.04683123789464665,0.07189419604088529,0.07622824940120443,0.13509307588551087,0.06778506442034793,0.140471480642614,0.15695965770686063,0.23200937743929428,0.10031898539782798,0.10844649611940504,8686
2.1511608220294107,1.3020035227468079,1.0246080274938807,2.5460590033787485,3.1943127096481745,2.2837706256986365,2.0187167552231515,2.186292081073178,2.156238671721208,2.6948051373133497,1.5009784675322422,2.1511608220294107,1.1948454390282581,1.6860690678261612,2.8635848931849552,2.919764252175883,1.5138624391989959,2.1350062017203753,2.371727403274471,2.437311678389128,1.3900937206439423,1.2786359515192183,1.3483632753185617,1.788992661083783,1.8296113350758583,35077
-0.2473449578289904,-0.242846229853403,-0.2517930938572826,-0.23872758024336826,-0.23411690946752023,-0.238094309100481,-0.24615573910763985,-0.26356268704739905,-0.26119277212953257,-0.26300276434246045,-0.2711593252365825,-0.2473449578289904,-0.2512367783798454,-0.258507398210838,-0.24691200705904168,-0.2476798494994922,-0.2247286868988784,-0.24394825318445737,-0.2593705806811483,-0.24744697570879332,-0.25930225426572456,-0.26501042337331987,-0.2606074956293318,-0.22791927453493793,-0.23645665127820986,1433
-0.29597620041126943,-0.2888995039707611,-0.29856460480687624,-0.27921141006286104,-0.2707110069156046,-0.2823771451750936,-0.30292609115710095,-0.32511182309806097,-0.3342095175249561,-0.31031663038468377,-0.31600828318062585,-0.29597620041126943,-0.3490840909887828,-0.312424610426112,-0.2887873018926981,-0.28927930442855293,-0.27222539295390746,-0.29491452638978966,-0.32586527815343275,-0.29639511500483623,-0.3196710238753061,-0.3219251047547313,-0.3517058517314262,-0.2970580946667614,-0.30155981303542795,165
1.4421474322039907,1.138285687613114,1.3922584537047005,1.0321394597272737,1.1099068610067437,1.3737370545403111,1.8553447795391793,1.9509413181684823,1.903107846718002,2.0168189432310357,1.8440165094935062,1.4421474322039907,1.9962746483125402,1.3503535154370596,1.5757589406731183,1.5815740240862959,1.4130477037841431,1.4643583022215212,1.9577945104395,1.488557419657053,1.5205038121010497,1.5358352124417285,1.5315058497535317,1.3574506735013077,1.3221896331445997,31557
-0.2916961619167724,-0.2868344343020464,-0.2954684625327482,-0.2737911373723472,-0.26499377079076164,-0.27875787491899545,-0.2985457966139416,-0.32107493179609364,-0.3288958773330683,-0.30447920535350037,-0.3109499242876081,-0.2916961619167724,-0.33429214983381667,-0.3080129246021556,-0.28841934848235645,-0.28915334956914757,-0.2662717668467311,-0.2901563579948037,-0.31956196175290025,-0.2916268570934807,-0.31204965489404657,-0.3145744077314335,-0.34739035530348794,-0.2884701944163639,-0.293780942604878,260
