TOT_POP,0-9,19-Oct,20-29,30-39,30-39 y/o % of total pop,40-49,50-59,60-69,60-69 y/o % of total pop,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,Two or more races pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_INTERNATIONAL_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_number,CKD_Upper 95% CI,CKD_number,Urban_rural_code
356495,36202,38649,37040,38574,10.82034811,40171,45853,50609,14.19627204,45236,24161,297834,40389,2165,8062,2.261462293,663,7382,356495,11408,3869,3.4,26405,81305,83228,56151,32.9,22.7,40582,52447,49778,55116,155273,149818,5455,52447,206.874077,101.980886,3.632012517,194.0699776,138.5855467,487.1081119,158,326215,107419,32.9,288227,46.1,44.3,47.9,133006,34.4,33.2,35.6,99150,10.0,9.1,11.0,10.3,8.7,11.8,29587,40608,4.1,10946,2
23081,2384,2185,2967,4093,17.73320047,3423,2928,2875,12.45613275,1569,657,21971,175,211,326,1.41241714,35,363,23081,-180,270,1.6,958,2272,4087,9847,13.2,57.4,1443,99087,88142,110032,15340,14876,464,99087,11.4259014,6.432063378,1.158570422,5.273492956,15.02146478,21.73318309,6,22923,4298,18.7,18842,24.3,22.4,26.1,4576,19.4,18.1,20.8,3655,5.2,4.6,5.8,4.9,4.0,6.0,928,1360,2.6,447,5
292735,32484,41802,63434,35994,12.29576238,30764,32218,30554,10.43742634,16702,8783,221224,35762,1863,21427,7.31958939,198,12261,292735,408,17194,6.8,12738,37856,56717,67150,21.7,38.5,49916,52837,50812,54862,150474,144991,5483,52837,129.441747,110.786907,4.217106688,217.151709,176.3863443,594.5827576,219,286185,51447,18.0,234329,35.5,33.8,37.2,83104,29.6,28.3,30.8,69361,6.0,5.5,6.6,7.1,6.1,8.1,16546,21235,2.9,6330,3
17787,1610,1941,1845,1786,10.04104121,2183,2852,2903,16.32090853,1803,864,17191,157,60,69,0.387923765,8,302,17787,78,123,-0.4,1861,5237,3760,2269,39.9,17.3,1894,49487,45137,53837,7943,7602,341,49487,9.278467764,6.579635315,0.551586194,9.613359382,12.22354405,27.60885896,0,17510,5135,29.3,14602,50.6,48.1,52.9,7388,35.9,34.0,37.8,5242,10.4,9.3,11.4,12.4,10.6,14.2,1816,2157,3.7,504,6
194160,27633,25743,30396,28071,14.45766378,22456,22936,19437,10.01081582,11206,6282,88457,92819,990,5426,2.79460239,483,5985,194160,394,6328,1.4,16128,34761,43169,33352,27.3,26.2,37759,46628,43618,49638,79354,75325,4029,46628,88.8713933,61.40708733,2.676293256,91.87991606,62.9574917,236.030608,61,198647,34483,17.4,146048,47.6,46.1,49.1,69475,37.4,36.3,38.5,54622,6.9,6.4,7.4,7.6,6.8,8.5,11067,20949,3.6,4922,3
32412,3696,3566,3278,3481,10.73984944,3382,4550,5242,16.17302234,3455,1762,22067,9262,225,253,0.780575096,56,549,32412,-154,430,1.8,4419,9155,5645,4376,38.8,18.5,5552,42879,39027,46731,16762,16123,639,42879,17.03995111,7.998655034,0.365304892,16.16474148,14.1898119,44.71940721,10,32840,9713,29.6,25756,50.0,48.1,51.9,12877,39.5,38.2,40.8,10174,10.4,9.5,11.4,10.9,9.5,12.4,2797,4348,4.5,1089,6
55286,5155,5842,5517,6379,11.53818327,6159,8473,9118,16.49242123,5705,2938,53051,507,171,558,1.00929711,21,978,55286,29,823,1.6,2821,12540,11165,15147,30.1,36.3,5227,57438,54398,60478,29178,28496,682,57438,33.89726632,21.80371037,1.235837835,36.81031265,32.92625088,106.8116986,0,55485,16500,29.7,45302,36.5,34.2,38.9,16558,28.9,27.3,30.6,13092,7.0,6.2,7.9,7.3,5.9,8.9,3325,4671,3.3,1379,5
18634,2109,2714,2145,2199,11.80100891,2666,2690,2086,11.19459053,1406,619,16463,1733,58,88,0.472255018,6,286,18634,428,210,-0.1,1599,5019,3701,1957,40.9,15.9,1947,66901,61011,72791,8756,8437,319,66901,8.529200364,5.893385174,0.256850271,8.817935496,6.042181193,22.65242248,0,17919,3658,20.4,14275,46.2,43.9,48.3,6590,33.5,31.8,35.3,4782,7.4,6.7,8.1,8.6,7.5,9.9,1234,1722,3.2,434,2
4506,420,477,418,456,10.11984021,419,648,806,17.88726143,563,299,4220,49,134,26,0.577008433,1,76,4506,-36,8,0.0,274,1146,1493,366,34.9,11.2,1053,34491,30709,38273,2266,2127,139,34491,2.197704717,1.144010675,0.088166236,2.105237689,2.440699466,6.223246039,0,4605,1391,30.2,3700,50.9,49.0,52.8,1882,34.6,33.0,36.1,1280,10.8,10.0,11.6,8.0,7.2,8.8,294,735,5.5,190,6
435594,63650,62929,61887,60805,13.95909953,53314,50265,43302,9.940908277,24484,14958,360356,15215,11351,29494,6.77098399,2682,16496,435594,117,18086,0.8,78816,56133,72422,67157,20.4,24.5,55614,69665,66597,72733,224057,210010,14047,69665,169.7357807,87.18036694,3.953233767,246.2567318,167.3572334,647.1740994,27,433168,76257,17.6,321760,37.0,35.3,38.7,119010,28.1,26.9,29.3,90415,6.3,5.8,6.9,6.3,5.5,7.2,20253,36143,3.4,10298,3
21485,3983,3458,2976,2877,13.39073772,2462,2292,1897,8.829415872,962,578,18342,841,368,1602,7.456364906,47,285,21485,-393,151,6.4,4171,2916,3637,1792,23.3,14.3,2588,53785,48338,59232,11039,10742,297,53785,7.410725687,4.373825272,0.391495913,8.129341511,7.19514094,25.37462417,3,22016,3264,14.8,14612,48.7,46.8,50.5,7114,38.3,36.8,39.8,5596,7.4,6.8,7.9,7.2,6.4,8.1,1058,1997,3.4,472,5
35567,3797,4481,4594,4534,12.74777181,4720,4898,4297,12.08142379,2818,1428,32502,1791,340,165,0.463913178,15,754,35567,-260,3315,0.4,3618,10615,7566,3173,42.5,12.7,5172,47624,43376,51872,15892,15254,638,47624,18.35252391,4.491133132,0.70157346,13.98363464,17.66158035,46.27195863,4,36035,7957,22.1,28077,50.4,48.1,52.4,14147,37.1,35.4,38.9,10417,8.9,8.1,9.8,11.1,9.6,12.5,3105,3908,3.6,939,5
104712,12840,13049,13050,11956,11.41798457,11797,13514,14079,13.44545038,8744,5683,81657,18339,278,1245,1.188975476,53,3140,104712,-821,4009,0.6,7117,25214,24414,16485,34.4,22.5,17557,50684,47911,53457,49961,47166,2795,50684,40.78819504,20.4803913,1.536851193,79.31631479,49.75453007,175.7434541,65,107587,27263,25.3,81562,47.0,44.8,49.2,38323,33.9,32.4,35.5,27650,8.2,7.5,9.0,9.0,7.8,10.4,7365,10017,3.6,2780,4
274255,28639,37554,45391,31690,11.55493975,32292,35086,35297,12.8701391,19001,9305,238965,3959,5092,14226,5.187143352,549,11464,274255,-850,14048,1.0,24323,28222,54710,71610,15.8,40.0,32027,84213,80404,88022,142618,135634,6984,84213,106.8676027,54.88976325,2.489001517,155.046075,105.3700419,407.4682678,22,273263,57232,20.9,221403,28.4,26.8,30.1,62929,20.9,19.8,21.9,46273,5.7,5.2,6.4,5.9,5.0,6.9,13091,20316,3.1,6334,3
1380645,168705,176280,228307,212970,15.425399,186896,171700,127447,9.230975377,70941,37399,940371,313423,7832,78758,5.704435246,2772,37489,1380645,27712,35267,14.5,101305,216036,265083,297568,24.5,33.8,211307,58037,55840,60234,750160,726303,23857,58037,801.1884039,394.954769,14.06617182,751.6002866,536.7184453,1886.48755,388,1290216,206342,16.0,1074728,40.5,39.1,41.9,435453,32.2,31.2,33.2,346062,6.1,5.7,6.6,6.7,6.0,7.5,72406,117345,3.0,31062,1
85129,9116,11619,9870,10690,12.55741287,10828,12645,10812,12.70072478,6334,3215,81763,948,425,834,0.979689648,34,1125,85129,354,2987,0.4,4931,19603,19119,14417,33.8,24.8,6701,65831,62101,69561,46319,44991,1328,65831,44.52984621,26.94341238,1.947540134,44.69092096,47.97098856,134.6731324,4,84586,18308,21.6,67171,41.0,38.7,43.3,27512,32.9,31.2,34.6,22099,6.6,6.0,7.4,6.5,5.5,7.6,4336,6169,3.0,1886,5
56310,5722,6700,7154,7982,14.17510211,6975,7617,8267,14.68122891,4118,1775,49772,344,4219,428,0.760078139,46,1501,56310,769,1800,-0.1,1966,7980,12102,17223,20.3,43.9,5005,66219,60731,71707,32091,31120,971,66219,28.62182744,22.21528368,0.879911103,24.74626393,26.92132509,72.06373065,11,54469,12490,22.9,45626,32.5,30.4,34.5,14847,22.0,20.7,23.3,10038,5.7,5.1,6.3,5.6,4.6,6.6,2553,3561,2.9,1225,5
179146,20206,23772,18863,21244,11.85848414,23603,26913,23212,12.95702946,14216,7117,171408,2603,344,2318,1.293916694,42,2431,179146,906,1199,0.2,6282,38916,36879,41020,31.6,33.3,11474,76475,73221,79729,96495,92384,4111,76475,92.55041378,34.26771406,2.973137982,121.1630355,82.84940171,349.144482,12,176362,40244,22.8,139159,39.2,36.8,41.5,54548,30.1,28.4,32.0,41887,7.0,6.3,7.8,7.7,6.4,9.0,10680,14667,2.9,3772,2
9911,903,1125,1068,1092,11.01806074,1143,1457,1500,15.13469882,1107,516,6495,3259,24,24,0.242155181,2,107,9911,-206,363,-0.2,1324,2422,2451,1051,33.4,14.5,1710,42588,38000,47176,3593,3397,196,42588,6.92253083,0.355086672,0.328538136,3.912590531,3.640468035,11.22007514,0,10221,2872,28.1,8071,49.8,48.0,51.6,4017,37.0,35.6,38.4,2986,10.0,9.2,10.9,10.5,9.2,11.9,849,1302,4.3,322,5
21940,2599,2661,2582,2431,11.08021878,2321,3181,3120,14.22060164,1991,1054,13728,7820,64,72,0.32816773,1,255,21940,-272,116,0.1,3054,6221,3839,2350,40.2,15.2,4428,46603,41752,51454,9999,9463,536,46603,11.1301298,3.611171555,0.743891924,11.80339907,8.437052707,35.27836827,0,22271,5833,26.2,17147,51.9,50.0,53.6,8901,37.4,35.9,38.7,6413,9.7,8.9,10.6,10.9,9.6,12.2,1871,2779,4.2,683,3
3641,454,496,375,354,9.72260368,381,483,539,14.80362538,309,250,3520,16,20,30,0.823949464,1,54,3641,-36,51,0.3,251,1153,612,442,46.9,18.0,439,46014,41293,50735,1910,1850,60,46014,2.030750751,0.395214881,0.072505587,2.264908139,1.62602694,6.457157422,0,3669,1037,28.3,2774,48.4,45.9,50.9,1342,33.6,31.6,35.4,932,9.4,8.4,10.4,10.3,8.7,11.9,285,355,3.7,95,6
919719,100740,109669,128597,118422,12.87588927,103167,129113,117349,12.7592232,68390,44272,730860,128502,6890,34265,3.725594448,437,18765,919719,925,27667,3.0,55426,178600,193051,216636,27.7,33.7,122204,56375,55346,57404,443446,423872,19574,56375,593.5140858,418.5330874,7.812492129,975.14962,304.9695723,2301.767259,262,923995,216391,23.4,733627,41.2,39.3,42.9,302227,30.8,29.6,32.0,225957,7.3,6.6,8.1,7.8,6.6,9.0,56970,83461,3.3,22451,1
67420,7841,9148,7813,8150,12.08840107,9161,9131,8006,11.8748146,5458,2712,62868,1925,300,939,1.392761792,117,1271,67420,917,541,0.2,5727,14760,15637,9461,32.4,20.8,7911,55807,50400,61214,33156,32022,1134,55807,30.85964841,21.32295956,0.929314438,31.90432602,21.86132103,81.95912439,0,65870,14752,22.4,51987,43.1,40.6,45.3,22389,28.6,27.0,30.3,14868,7.4,6.7,8.2,8.4,7.2,9.8,4376,6031,3.2,1564,3
192876,28863,24857,27540,29397,15.24139862,22422,23407,20594,10.67732637,9712,6084,165092,12664,5364,4751,2.463240631,207,4798,192876,2848,6274,8.8,9551,33305,40496,39068,27.2,31.9,18035,60033,56808,63258,110908,108017,2891,60033,103.4082166,88.32329708,12.46145528,74.11286562,118.2745142,209.4398975,54,183660,32585,17.7,143825,37.8,35.8,39.6,54357,30.9,29.7,32.3,44442,6.0,5.5,6.7,4.9,4.1,5.7,7047,12592,2.7,3587,4
110356,14793,15029,15227,14667,13.29062307,13907,14783,11821,10.71169669,6720,3409,88803,13983,513,2498,2.263583312,361,4198,110356,2130,3223,1.2,6726,21481,26300,16317,30.3,23.0,14254,52278,48901,55655,49149,47158,1991,52278,72.46091645,24.3512146,2.593182082,48.77652011,46.92424719,159.4436526,20,107699,19472,18.1,83201,52.2,50.2,54.0,43454,42.4,40.8,43.9,35277,8.0,7.3,8.7,9.5,8.3,10.8,7912,11144,3.2,2496,4
103066,11592,12960,12250,12707,12.32899307,12158,14971,13498,13.09646246,7925,5005,96847,2144,611,1968,1.909456077,74,1422,103066,695,3543,1.5,5889,26061,23083,16120,36.6,22.7,9513,59428,55544,63312,57658,56139,1519,59428,53.91245204,32.62049055,2.357894154,54.10746585,58.078656,163.0492672,15,102082,24000,23.5,81036,38.0,35.8,40.1,30823,32.7,31.0,34.3,26499,7.0,6.3,7.7,6.7,5.7,7.8,5424,7847,3.2,2399,4
78374,8198,8895,9062,8020,10.23298543,8907,10818,12090,15.42603414,8623,3761,69948,5949,284,737,0.940362875,29,1427,78374,937,792,2.0,8886,16512,16300,13612,29.9,24.6,11159,50529,46062,54996,34900,33741,1159,50529,32.69612541,16.17078527,1.063664617,32.94277228,36.08751984,99.46034944,12,75926,22702,29.9,62759,49.6,47.5,51.8,31148,33.2,31.7,34.6,20836,9.2,8.2,10.3,9.8,8.2,11.4,6132,8681,4.0,2306,5
31192,3440,3423,3881,4138,13.26622211,3743,4328,4375,14.02603232,2413,1451,13965,16581,156,160,0.512952039,8,322,31192,-145,2322,13.2,4843,7757,5838,4003,34.6,17.8,8478,33392,29699,37085,11202,10506,696,33392,21.78665943,1.117532387,1.033978564,12.31374471,11.45731802,35.31193459,15,31583,7493,23.7,24933,56.4,54.7,58.1,14068,41.2,39.9,42.4,10272,10.7,9.9,11.5,11.4,10.1,12.8,2838,4882,4.9,1161,5
18128,3140,2896,2526,2652,14.62930274,2112,2044,1490,8.219329214,788,480,17081,343,276,140,0.772285967,4,284,18128,497,80,1.7,2695,3898,2914,1103,36.7,10.4,1922,84946,82298,87594,9382,9157,225,84946,6.252810577,3.690421435,0.330325246,6.859143724,6.070910633,21.40987606,0,17577,2585,14.7,12559,46.7,44.8,48.7,5867,36.1,34.6,37.5,4534,6.4,5.9,6.9,6.4,5.7,7.1,806,1498,3.0,356,5
10949,1359,1553,1312,1225,11.18823637,1281,1394,1368,12.49429172,950,507,8016,291,1707,65,0.593661522,5,865,10949,-148,292,-0.2,1198,2651,2327,1281,35.6,17.2,2068,39756,35955,43557,5319,5165,154,39756,3.140520137,3.576472092,0.347095506,3.662551777,6.275486745,12.94527399,0,11039,2703,24.5,8376,54.0,52.0,55.8,4521,39.7,38.0,41.3,3325,10.5,9.6,11.3,11.0,9.6,12.4,920,1231,4.1,320,6
114277,13141,14637,15463,13865,12.13280013,13727,15325,14641,12.8118519,8979,4499,86026,24153,617,1102,0.96432353,126,2253,114277,-387,2739,0.6,12620,25653,26643,14219,32.4,18.0,21719,45400,41668,49132,45972,43833,2139,45400,59.3143209,12.50814414,2.361350576,53.42263431,43.6732958,148.2741124,24,115527,27115,23.5,89582,53.6,51.6,55.5,48041,40.9,39.4,42.3,36639,9.1,8.3,9.9,10.2,8.9,11.7,9158,13182,3.8,3204,4
17158,2404,2417,2068,2063,12.02354587,1951,2159,1982,11.55146287,1273,841,15685,664,221,402,2.342930411,44,142,17158,39,565,1.8,2481,4021,3234,1428,36.0,12.8,2072,54828,49332,60324,8122,7846,276,54828,10.4487202,4.637231179,0.641492707,6.9476922,11.74801475,22.21848046,0,17131,3829,22.4,12835,46.8,44.9,48.7,6011,39.4,38.0,40.9,5057,8.2,7.4,9.1,8.0,6.9,9.3,1030,1529,3.6,430,6
42855,5783,5635,5160,5121,11.94959748,4488,5472,5682,13.25866293,3242,2272,38948,2644,233,465,1.085054253,46,519,42855,140,1047,4.1,3293,7395,11259,6695,25.8,23.4,4854,60579,56494,64664,24821,24095,726,60579,21.99580516,13.83902741,0.969953908,24.554345,26.77683781,71.66202771,8,42577,10445,24.5,32341,38.0,36.0,40.0,12304,30.5,29.1,32.0,9864,7.3,6.5,8.2,6.3,5.2,7.4,2036,3369,3.5,1029,5
28759,3374,4486,3887,3387,11.77718279,3266,3835,3343,11.62418721,2185,996,19226,8959,82,103,0.358148753,13,376,28759,99,1452,1.4,3417,6043,5857,3226,32.6,17.4,4827,48082,43030,53134,12259,11659,600,48082,20.08728324,1.030364001,0.95332744,11.35326315,10.5636384,32.55757652,0,28333,5924,20.9,22222,51.8,49.9,53.5,11512,42.0,40.6,43.3,9333,8.5,7.8,9.2,9.5,8.4,10.7,2109,3062,3.7,765,2
289615,44411,44374,45119,40559,14.00445419,37644,35869,25729,8.88386306,11602,4308,56781,208956,1681,15020,5.186195466,336,6841,289615,5081,4702,2.9,26249,56696,55639,33538,32.9,19.5,50072,46059,43275,48843,136502,129814,6688,46059,132.5632909,91.59669137,3.992040953,137.0508956,93.909322,352.0704807,34,274150,36959,13.5,209056,48.4,46.5,50.3,101186,40.6,39.1,42.1,84877,6.1,5.6,6.5,7.3,6.4,8.2,15181,32077,3.6,7077,2
17821,2262,2109,1915,1895,10.63352225,2221,2551,2436,13.6692666,1587,845,17254,160,91,92,0.51624488,1,223,17821,82,177,0.6,3059,4523,3291,1604,36.3,12.9,3792,34648,31696,37600,6270,5906,364,34648,11.70145703,3.93239149,0.4187638,7.876747661,7.577630661,25.74799134,2,17731,4680,26.4,13782,51.8,49.5,53.8,7134,38.4,36.6,40.1,5292,11.6,10.5,12.8,14.6,12.6,16.6,2010,2318,4.3,548,6
151260,17334,21131,36651,20195,13.35118339,15937,14920,13782,9.111463705,7282,4028,125562,10999,562,10340,6.835911675,77,3720,151260,2047,8511,6.4,4100,13985,22501,45730,16.2,53.0,22536,64387,59944,68830,85186,83551,1635,64387,92.11291623,40.8804982,5.655215461,61.24885897,103.5671238,195.8717423,95,144425,21650,15.0,121077,30.9,29.1,32.7,37379,28.4,26.9,29.9,34386,4.8,4.3,5.3,4.5,3.8,5.4,5487,8941,2.4,2667,4
270771,35084,38092,39380,33827,12.49284451,31179,33290,31637,11.68404297,17179,11103,216326,37316,1531,7010,2.588903538,267,8321,270771,777,11339,1.9,20253,53751,50092,51236,30.7,29.2,35068,54674,51197,58151,136728,131857,4871,54674,139.7174699,34.19092443,5.341067485,106.457186,134.4573277,352.2676782,74,268613,57385,21.4,206766,44.5,42.7,46.3,92042,35.0,33.6,36.3,72368,7.2,6.5,7.9,9.0,7.8,10.4,18610,25783,3.3,6329,3
117123,14654,14932,14862,16323,13.93663072,15406,16423,13474,11.50414521,7952,3097,102915,9101,280,1283,1.095429591,52,3492,117123,2116,895,-0.1,8671,29143,23594,16315,37.5,21.0,13275,59619,56464,62774,56576,54264,2312,59619,61.09641761,43.32527278,3.632058796,63.30159616,80.48901725,181.7975144,20,111610,21894,19.6,89893,51.0,49.0,53.0,45840,39.4,37.8,40.9,35418,8.0,7.3,8.8,10.4,9.1,12.0,9371,11281,3.1,2604,3
151366,23256,21654,26099,23433,15.48101952,18660,16232,11602,7.664865293,6634,3796,122615,10978,4803,6836,4.516205753,525,5609,151366,1670,16066,-0.4,24270,23540,32073,12438,25.5,13.5,25481,58255,54910,61600,57865,53384,4481,58255,58.98204793,30.2945941,1.373722279,85.57256635,58.15551864,224.8886687,22,150183,20569,13.7,110402,42.5,40.9,44.3,46947,34.1,32.9,35.4,37647,6.0,5.6,6.5,6.3,5.7,7.0,6984,12751,3.3,3412,4
22300,2508,2771,2834,2652,11.89237668,2667,3273,2911,13.05381166,1781,903,15164,6610,169,96,0.430493274,15,246,22300,-280,199,0.4,4103,6798,3049,1589,43.7,10.2,4562,48120,42840,53400,8941,8345,596,48120,11.31275727,3.670425054,0.75609799,11.99707381,8.575491129,35.85722937,0,22881,5211,22.8,17508,50.6,48.7,52.3,8867,39.1,37.8,40.5,6846,9.8,9.0,10.5,11.6,10.3,12.9,2033,2801,4.1,682,6
13188,1872,1820,1523,1742,13.20897786,1508,1750,1682,12.7540188,875,416,12469,103,207,98,0.743099788,11,300,13188,93,102,0.5,803,3570,2960,1514,40.4,17.1,1614,59500,53130,65870,7579,7302,277,59500,6.703332629,5.202897553,0.206078274,5.795662028,6.305068998,16.87757911,0,13056,2777,21.3,9770,35.2,33.0,37.2,3444,26.3,24.8,27.8,2570,6.8,6.2,7.4,7.2,6.2,8.3,707,943,3.2,296,5
446610,54344,54360,62573,62122,13.90967511,53688,60006,53549,11.99010322,30343,15625,266678,66167,5677,72129,16.1503325,4549,31410,446610,2733,11396,1.4,36031,69822,115304,78496,23.3,26.2,34281,82808,79560,86056,209721,201553,8168,82808,174.0283315,89.38512394,4.053209485,252.4844672,171.5896316,663.5408765,92,434981,90069,20.7,347870,36.1,34.9,37.3,125524,27.1,26.2,28.0,94273,5.7,5.3,6.1,5.6,5.0,6.3,19582,38175,3.1,10260,3
5478,719,660,609,533,9.729828405,560,801,702,12.81489595,507,387,4475,29,803,21,0.383351588,0,150,5478,28,131,-0.5,362,1560,1108,830,40.4,21.5,1061,45710,40850,50570,3078,2999,79,45710,2.936965774,2.508528907,0.353926108,2.104928959,3.359193412,5.948442308,0,5480,1628,29.7,4214,44.4,41.8,46.7,1872,32.7,30.9,34.5,1378,9.7,8.8,10.7,7.8,6.6,9.0,328,535,4.1,159,6
13345,1297,1373,1865,1888,14.14762083,1950,1793,1769,13.25590109,914,496,12463,634,38,77,0.576995129,4,129,13345,134,1944,0.0,2622,3650,2229,1340,37.1,13.6,3102,35848,31881,39815,4476,4193,283,35848,8.762468104,2.944714912,0.313585259,5.898389402,5.674399931,19.28101366,0,13281,3148,23.7,10907,54.4,52.1,56.6,5930,38.2,36.4,40.0,4166,11.5,10.4,12.6,14.8,12.8,16.9,1612,1777,4.2,423,6
142854,16059,22434,31021,17278,12.09486609,14547,15537,14837,10.38612849,7770,3371,93812,2089,39414,2941,2.058745292,264,4334,142854,1747,12364,1.0,8515,17604,26746,29254,21.4,35.6,20964,60187,57153,63221,77083,72850,4233,60187,67.7852981,38.64339651,1.653299954,66.23159453,53.56293465,184.6317744,41,138639,23195,16.7,113400,31.8,30.4,33.1,36031,24.6,23.6,25.5,27896,5.6,5.2,6.0,6.5,5.7,7.3,7322,9597,3.0,3246,4
7090,663,747,686,804,11.33991537,815,1225,1273,17.95486601,652,225,6674,58,108,39,0.550070522,10,201,7090,107,0,-0.3,298,1465,1409,2048,28.1,39.2,579,67746,61189,74303,4054,3925,129,67746,4.347061068,2.796156468,0.158486601,4.720636629,4.222535881,13.69777055,0,6950,1982,28.5,5812,40.8,38.1,43.2,2373,32.1,30.2,34.0,1866,6.7,5.9,7.5,6.7,5.4,8.0,389,575,3.1,164,4
22107,2255,2409,2046,2461,11.13222056,2681,3052,3807,17.2207898,2386,1010,20495,150,579,208,0.940878455,40,635,22107,357,198,-0.3,1916,3992,5248,4526,25.5,28.9,2799,56503,51962,61044,10076,9503,573,56503,8.90958108,5.597458248,0.269898406,10.99542637,12.95805717,32.61370196,0,21172,6449,30.5,17828,37.4,35.3,39.6,6674,27.3,26.0,28.7,4867,8.8,7.9,9.8,8.3,6.9,9.9,1480,2271,4.0,651,6
130090,12898,17495,23338,15781,12.1308325,14725,17943,14983,11.51741102,8356,4571,120505,1736,352,4876,3.748174341,61,2560,130090,669,9137,2.1,6270,23287,24040,29644,28.0,35.6,11673,69919,65425,74413,73309,71633,1676,69919,97.24684435,49.96608078,2.685317201,83.34073742,55.72033192,214.6335677,17,126552,25034,19.8,105954,39.0,36.9,41.1,41304,29.9,28.3,31.4,31680,6.0,5.3,6.6,7.0,5.8,8.1,7373,10328,2.7,2656,2
165324,26266,23576,23226,23629,14.29254071,19576,19438,16553,10.01246038,8339,4721,110534,37974,2288,8773,5.306549563,572,5183,165324,11,1335,1.6,21680,33783,30238,18048,32.6,17.4,30035,47084,44783,49385,77858,74105,3753,47084,93.23769253,47.24345931,7.892837553,68.42351979,101.5847941,216.5135942,145,163227,27635,16.9,119273,51.0,49.6,52.3,60820,41.3,40.4,42.2,49260,7.3,6.8,7.9,7.9,7.1,8.8,9450,18099,3.6,4100,2
161503,20206,22426,20634,20892,12.93598261,22552,25275,16316,10.10259871,8977,4225,69056,79150,1234,5485,3.396221742,227,6351,161503,2052,1407,0.6,7240,32983,34476,30379,31.4,28.9,10487,92616,86446,98786,85104,81805,3299,92616,89.34796047,61.49855131,1.336344009,152.0224945,45.83659952,367.0135188,10,156021,26064,16.7,122800,48.4,46.8,49.8,59415,41.6,40.4,42.7,51085,5.6,5.2,6.0,6.2,5.5,6.9,7638,15416,3.0,3444,2
20470,2504,2739,2237,2359,11.52418173,2500,2978,2632,12.85784074,1570,951,19556,281,145,93,0.4543234,13,382,20470,-83,445,-0.5,1191,5572,4638,2744,39.4,19.4,1793,58641,54373,62909,10852,10510,342,58641,11.41704693,2.221930409,0.407632346,12.73349893,9.141656541,36.30266751,5,20495,4743,23.1,15662,45.9,43.6,48.1,7182,33.6,31.7,35.5,5262,8.2,7.4,9.0,9.3,7.9,10.7,1456,1811,3.3,482,2
8632,999,1083,894,886,10.26413346,1061,1260,1255,14.53892493,791,403,8478,24,27,7,0.081093605,3,93,8632,-82,74,0.0,1503,3302,785,586,53.5,9.5,2142,35983,32142,39824,3113,2850,263,35983,4.502824183,3.193085514,0.267683816,4.6653465,5.932064555,13.39853098,0,8901,2226,25.0,6723,61.4,59.0,63.7,4126,42.9,40.9,45.0,2884,13.1,11.8,14.3,16.8,14.6,19.1,1128,1198,4.5,279,4
136271,17785,18901,19290,19842,14.56069156,16000,15834,15001,11.00821158,8840,4778,124661,4819,1322,2520,1.849256261,109,2840,136271,1838,2519,1.3,7072,19061,32985,27833,21.9,32.0,11343,69600,65886,73314,71375,69502,1873,69600,47.00335118,27.74147282,2.48310633,51.5612519,45.63598096,160.9413736,0,130552,25788,19.8,103770,40.0,38.0,42.1,41519,31.7,30.1,33.2,32895,6.3,5.8,7.0,6.1,5.3,7.1,6364,10383,2.8,2753,3
16272,2334,2227,1945,1828,11.23402163,1895,2161,1986,12.20501475,1214,682,11524,4244,81,75,0.460914454,12,336,16272,-545,202,-0.4,2536,4563,2624,1337,41.3,12.1,4664,31831,29320,34342,6349,5997,352,31831,9.07563203,1.766255575,0.324034857,10.12210526,7.26688008,28.85769447,7,17344,3691,21.3,12089,57.6,55.7,59.4,6963,40.4,38.9,41.7,4884,10.1,9.3,11.0,12.9,11.4,14.4,1557,1985,4.4,497,6
30772,4060,3615,3697,4144,13.46678799,3838,4358,3696,12.01091902,2291,1073,20717,8449,233,303,0.984661381,36,1034,30772,339,513,0.3,2947,7675,5757,4113,37.5,20.1,2930,67335,62351,72319,15067,14547,520,67335,16.1777544,7.593934737,0.346820997,15.3468291,13.47182808,42.45667033,0,29889,6464,21.6,23693,48.3,46.5,50.1,11444,37.6,36.2,39.0,8909,7.1,6.6,7.7,7.6,6.7,8.5,1794,2911,3.3,735,2
